Receipt,SKU,Category,Description,Quantity,UOM,"Lot Number","Expiration Date","PKG #","Item #","Pallet #","Unit Cost","Sales Price",Weight,Size,Color,Window?,Special,Builds,Reserved,Client,"Received Date","PO# / Receipt#",Name
2163,P1319-100WHGL-T,P,"WHITE 100# GL TEXT 13X19",10000,Each,,"0000-00-00 00:00:00",,,,0.04738,0.000000,0.000000,13X19,WHITE,,,"Letter, Post Card, Self Mailer, Print Other","0000-00-00 00:00:00",,"01/03/2020 7:40:11 am",A-00255,"Spicers - Denver"
2163,P1218-80WHGL-C,P,"WHITE 80# GL COVER 12X18",5175,Each,,"0000-00-00 00:00:00",,,,0.06233,0.000000,0.000000,12X18,WHITE,,,"Letter, Post Card, Self Mailer, Print Other","0000-00-00 00:00:00",,"01/03/2020 7:40:11 am",A-00255,"Spicers - Denver"
2164,E10BK-PW,E,"#10 BK PISTOL WINDOW BLANK ",100000,Each,,"0000-00-00 00:00:00",,,,0.02245,0.000000,0.000000,#10,"BROWN KRAFT",PISTOL,,"Letter, Print Other","0000-00-00 00:00:00",,"01/09/2020 10:11:16 am",A-00286,"Southland Envelopes - Denver "
2165,E10WH-PW,E,"#10 PISTOL WH BLANK",250000,Each,,"0000-00-00 00:00:00",,,,0.01835,0.000000,0.000000,#10,WHITE,PISTOL,,"Letter, Print Other","0000-00-00 00:00:00",,"01/03/2020 7:45:21 am",,"Southland Envelopes - Sacramento "
2166,PS8511-BLWDO,PS,"BLUE WDO PS 8.5X11",506000,Each,,"0000-00-00 00:00:00",,,,0.0305,0.000000,0.000000,8.5X11,BLUE,WINDOW,,"Snap Pack","0000-00-00 00:00:00",,"01/03/2020 7:47:33 am",A-00261,"Ennis - Denver"
2172,E10WH-1W-FC-BOX,E,"#10 S/W WH FC BOX ",250000,Each,,"0000-00-00 00:00:00",,,,0.01594,0.000000,0.000000,#10,WHITE,1W,,"Letter, Print Other","0000-00-00 00:00:00",,"01/03/2020 6:30:12 pm",A-00221,"Kelly Paper - Denver"
2173,P8511-60WH,P,"WHITE 60# 8.5X11",368000,Each,,"0000-00-00 00:00:00",,,,0.01,0.000000,60.000000,8.5X11,WHITE,,,"Letter, Snap Pack, Self Mailer, Print Other","0000-00-00 00:00:00",,"01/06/2020 8:39:35 am",A-00298,"Spicers - Denver"
2201,E912BK-0W,E,"9X12 28# BK BLANK BOOKLET",20000,Each,,"0000-00-00 00:00:00",,,,0.0595,0.000000,0.000000,9X12,"BROWN KRAFT","NO WINDOW",,"Letter, Print Other","0000-00-00 00:00:00",,"01/09/2020 10:10:47 am",A-00296,"Southland Envelopes - Denver "
2218,E10GR-1W,E,"#10 S/W GREEN  BLANK",300000,Each,,"0000-00-00 00:00:00",,,1,0.01975,0.000000,0.000000,#10,GREEN,1W,,"Letter, Print Other","0000-00-00 00:00:00",,"01/13/2020 10:35:41 am",A-00292,"Southland Envelopes - Sacramento "
2254,P8511-60WH,P,"WHITE 60# 8.5X11",1000000,Each,,"0000-00-00 00:00:00",,,,0.01,0.000000,60.000000,8.5X11,WHITE,,,"Letter, Snap Pack, Self Mailer, Print Other","0000-00-00 00:00:00",,"01/16/2020 1:31:06 pm",A-00314,"Spicers - Denver"
2257,P1319-100WHGL-T,P,"WHITE 100# GL TEXT 13X19",800,Each,,"0000-00-00 00:00:00",,,,0.04738,0.000000,0.000000,13X19,WHITE,,,"Letter, Post Card, Self Mailer, Print Other","0000-00-00 00:00:00",,"01/16/2020 4:29:52 pm",A-00333,"Spicers - Denver"
2275,E10WH-2W-SC-EAG,E,"#10 D/W WH STD EAGLE",160000,Each,,"0000-00-00 00:00:00",,,2,0.01765,0.000000,0.000000,#10,WHITE,2W,,"Letter, Print Other","0000-00-00 00:00:00",,"01/21/2020 10:42:08 am",A-00152,"Southland Envelopes - Denver "
2276,E10GR-1W-SC-BOX,E,"#10 S/W GREEN STD BOX 1935",48000,Each,,"0000-00-00 00:00:00",,,,0.0215,0.000000,0.000000,#10,GREEN,1W,,"Letter, Print Other","0000-00-00 00:00:00",,"01/21/2020 10:43:21 am",A-00292,"Southland Envelopes - Sacramento "
2287,P8511-60WH,P,"WHITE 60# 8.5X11",365000,Each,,"0000-00-00 00:00:00",,,,0.01,0.000000,60.000000,8.5X11,WHITE,,,"Letter, Snap Pack, Self Mailer, Print Other","0000-00-00 00:00:00",,"01/23/2020 7:39:20 am",A-00320,"Spicers - Denver"
2288,E10WH-2W-SC-EAG,E,"#10 D/W WH STD EAGLE",76000,Each,,"0000-00-00 00:00:00",,,,0.01765,0.000000,0.000000,#10,WHITE,2W,,"Letter, Print Other","0000-00-00 00:00:00",,"01/23/2020 12:22:16 pm",A-00152,"Southland Envelopes - Denver "
2289,E10GR-1W-SC-BOX,E,"#10 S/W GREEN STD BOX 1935",112000,Each,,"0000-00-00 00:00:00",,,,0.0215,0.000000,0.000000,#10,GREEN,1W,,"Letter, Print Other","0000-00-00 00:00:00",,"01/23/2020 12:23:11 pm",A-00292,"Southland Envelopes - Sacramento "
2301,P1218-100WHGL-C,P,"WHITE 100# GL COVER 12X18",30000,Each,,"0000-00-00 00:00:00",,,,0.06733,0.000000,0.000000,12X18,WHITE,,,"Letter, Post Card, Self Mailer","0000-00-00 00:00:00",,"01/27/2020 7:57:24 am",A-00338,"Veritiv - Denver"
2301,P1218-80WHGL-C,P,"WHITE 80# GL COVER 12X18",20000,Each,,"0000-00-00 00:00:00",,,,0.05755,0.000000,0.000000,12X18,WHITE,,,"Letter, Post Card, Self Mailer, Print Other","0000-00-00 00:00:00",,"01/27/2020 7:57:24 am",A-00338,"Veritiv - Denver"
2301,P1319-80WHGL-C,P,"WHITE 80# GL COVER 13X19",10000,Each,,"0000-00-00 00:00:00",,,,0.06741,0.000000,0.000000,13X19,WHITE,,,"Letter, Post Card, Self Mailer, Print Other","0000-00-00 00:00:00",,"01/27/2020 7:57:24 am",A-00338,"Veritiv - Denver"
2301,P1319-80WHGL-T,P,"WHITE 80# GL TEXT 13X19",5000,Each,,"0000-00-00 00:00:00",,,,0.03264,0.000000,0.000000,13X19,WHITE,,,"Letter, Post Card, Self Mailer, Print Other","0000-00-00 00:00:00",,"01/27/2020 7:57:24 am",A-00338,"Veritiv - Denver"
2301,P1218-100WHGL-C,P,"WHITE 100# GL COVER 12X18",8882,,,"0000-00-00 00:00:00",,,,0.06733,0.000000,0.000000,12X18,WHITE,,,"Letter, Post Card, Self Mailer","0000-00-00 00:00:00",,"01/27/2020 7:57:24 am",A-00338,"Veritiv - Denver"
2301,P1218-80WHGL-C,P,"WHITE 80# GL COVER 12X18",8722,,,"0000-00-00 00:00:00",,,,0.05755,0.000000,0.000000,12X18,WHITE,,,"Letter, Post Card, Self Mailer, Print Other","0000-00-00 00:00:00",,"01/27/2020 7:57:24 am",A-00338,"Veritiv - Denver"
2302,E69WH-0W,E,"6X9 WHITE REGULAR BLANK ",40000,Each,,"0000-00-00 00:00:00",,,,0.038,0.000000,0.000000,6X9,WHITE,"NO WINDOW",,"Letter, Print Other","0000-00-00 00:00:00",,"01/24/2020 12:19:07 pm",A-00316,"Southland Envelopes - Denver "
2304,P8511-65OR-C,P,"8.5X11 65# ORANGE SEMI-VELLUM COVER",4000,Each,,"0000-00-00 00:00:00",,,,0.04509,0.000000,0.000000,8.5X11,ORANGE,,,"Letter, Print Other","0000-00-00 00:00:00",,"01/27/2020 7:59:14 am",A-00351,"Veritiv - Denver"
2309,E10WH-2W,E,"#10 D/W BLANK",176000,Each,,"0000-00-00 00:00:00",,,,0.022,0.000000,0.000000,#10,WHITE,2W,,"Letter, Print Other","0000-00-00 00:00:00",,"01/28/2020 7:47:12 am",A-00309,"Envelopes & Forms"
2309,E10WH-HW-FC-BOX,E,"#10 HALF WH FC BOX",264000,Each,,"0000-00-00 00:00:00",,,,0.01868,0.000000,0.000000,#10,WHITE,HALF,,"Letter, Print Other","0000-00-00 00:00:00",,"01/28/2020 7:47:12 am",A-00309,"Envelopes & Forms"
2309,E10WH-HW-SC-BOX,E,"#10 HALF WH STD BOX",264000,Each,,"0000-00-00 00:00:00",,,,0.01868,0.000000,0.000000,#10,WHITE,HALF,,"Letter, Print Other","0000-00-00 00:00:00",,"01/28/2020 7:47:12 am",A-00309,"Envelopes & Forms"
2309,E10GR-1W,E,"#10 S/W GREEN  BLANK",176000,Each,,"0000-00-00 00:00:00",,,,0.0165,0.000000,0.000000,#10,GREEN,1W,,"Letter, Print Other","0000-00-00 00:00:00",,"01/28/2020 7:47:12 am",A-00309,"Envelopes & Forms"
2309,E10GR-1W-SC-BOX,E,"#10 S/W GREEN STD BOX 1935",176000,Each,,"0000-00-00 00:00:00",,,,0.017,0.000000,0.000000,#10,GREEN,1W,,"Letter, Print Other","0000-00-00 00:00:00",,"01/28/2020 7:47:12 am",A-00309,"Envelopes & Forms"
2311,E10WH-2W,E,"#10 D/W BLANK",480000,Each,,"0000-00-00 00:00:00",,,6,0.01676,0.000000,0.000000,#10,WHITE,2W,,"Letter, Print Other","0000-00-00 00:00:00",,"01/28/2020 1:12:28 pm",A-00302,"Kelly Paper - Denver"
2311,E10WH-2W,E,"#10 D/W BLANK",17006,,,"0000-00-00 00:00:00",,,,0.01676,0.000000,0.000000,#10,WHITE,2W,,"Letter, Print Other","0000-00-00 00:00:00",,"01/28/2020 1:12:28 pm",A-00302,"Kelly Paper - Denver"
2324,E9WH-0W,E,"#9 REG WH BLANK",15000,Each,,"0000-00-00 00:00:00",,,,0.01595,0.000000,0.000000,#9,WHITE,"NO WINDOW",,"Letter, Print Other","0000-00-00 00:00:00",,"01/31/2020 7:23:41 am",A-00364,"Spicers - Denver"
2325,E9WH-0W,E,"#9 REG WH BLANK",165000,Each,,"0000-00-00 00:00:00",,,,0.01595,0.000000,0.000000,#9,WHITE,"NO WINDOW",,"Letter, Print Other","0000-00-00 00:00:00",,"01/31/2020 10:25:53 am",A-00364,"Spicers - Denver"
2326,P8511-60WH,P,"WHITE 60# 8.5X11",235000,Each,,"0000-00-00 00:00:00",,,,0.01,0.000000,60.000000,8.5X11,WHITE,,,"Letter, Snap Pack, Self Mailer, Print Other","0000-00-00 00:00:00",,"02/20/2020 7:59:03 am",A-00320,"Spicers - Denver"
2327,E10WH-2W-FC-BOX,E,"#10 D/W WH FC BOX",250000,Each,,"0000-00-00 00:00:00",,,,0.01704,0.000000,0.000000,#10,WHITE,2W,,"Letter, Print Other","0000-00-00 00:00:00",,"01/31/2020 3:56:22 pm",A-00302,"Kelly Paper - Denver"
2327,E10WH-2W-FC-EAG,E,"#10 D/W WH FC EAGLE",250000,Each,,"0000-00-00 00:00:00",,,,0.01704,0.000000,0.000000,#10,WHITE,2W,,"Letter, Print Other","0000-00-00 00:00:00",,"01/31/2020 3:56:22 pm",A-00302,"Kelly Paper - Denver"
2330,E10WH-2W-SC-BOX,E,"#10 D/W WH STD BOX",250000,Each,,"0000-00-00 00:00:00",,,,0.01704,0.000000,0.000000,#10,WHITE,2W,,"Letter, Print Other","0000-00-00 00:00:00",,"02/11/2020 11:15:25 am",A-00302,"Kelly Paper - Denver"
2330,E10WH-2W-SC-EAG,E,"#10 D/W WH STD EAGLE",250000,Each,,"0000-00-00 00:00:00",,,,0.01704,0.000000,0.000000,#10,WHITE,2W,,"Letter, Print Other","0000-00-00 00:00:00",,"02/11/2020 11:15:25 am",A-00302,"Kelly Paper - Denver"
2362,P8511-60WH,P,"WHITE 60# 8.5X11",160000,Each,,"0000-00-00 00:00:00",,,,0.01,0.000000,60.000000,8.5X11,WHITE,,,"Letter, Snap Pack, Self Mailer, Print Other","0000-00-00 00:00:00",,"02/07/2020 2:07:19 pm",A-00378,"Spicers - Denver"
2362,P8511-70WH,P,"WHITE 67.5# (70#) 8.5X11",160000,Each,,"0000-00-00 00:00:00",,,,0.01175,0.000000,0.000000,8.5X11,WHITE,,,"Letter, Snap Pack, Self Mailer, Print Other","0000-00-00 00:00:00",,"02/07/2020 2:07:19 pm",A-00378,"Spicers - Denver"
2363,E69WH-0W,E,"6X9 WHITE REGULAR BLANK ",60000,Each,,"0000-00-00 00:00:00",,,,0.038,0.000000,0.000000,6X9,WHITE,"NO WINDOW",,"Letter, Print Other","0000-00-00 00:00:00",,"02/07/2020 2:05:00 pm",A-00316,"Southland Envelopes - Denver "
2366,E10BK-2W,E,"#10 D/W BK BLANK ",80000,Each,,"0000-00-00 00:00:00",,,,0.02035,0.000000,0.000000,#10,"BROWN KRAFT",2W,,"Letter, Print Other","0000-00-00 00:00:00",,"02/07/2020 1:55:22 pm",A-00343,"Southland Envelopes - Denver "
2371,P8511-60WH,P,"WHITE 60# 8.5X11",780000,Each,,"0000-00-00 00:00:00",,,,0.01,0.000000,60.000000,8.5X11,WHITE,,,"Letter, Snap Pack, Self Mailer, Print Other","0000-00-00 00:00:00",,"02/07/2020 2:27:23 pm",A-00378,"Spicers - Denver"
2371,P1319-100WHGL-C,P,"WHITE 100# GL COVER 13X19",25175,Each,,"0000-00-00 00:00:00",,,,0.08972,0.000000,0.000000,13X19,WHITE,,,"Letter, Post Card, Self Mailer, Print Other","0000-00-00 00:00:00",,"02/07/2020 2:27:23 pm",A-00378,"Spicers - Denver"
2372,P8511-60WH,P,"WHITE 60# 8.5X11",560000,Each,,"0000-00-00 00:00:00",,,,0.01,0.000000,60.000000,8.5X11,WHITE,,,"Letter, Snap Pack, Self Mailer, Print Other","0000-00-00 00:00:00",,"02/28/2020 7:50:56 am",A-00378,"Spicers - Denver"
2375,E10WH-2W,E,"#10 D/W BLANK",20000,Each,,"0000-00-00 00:00:00",,,,0.01676,0.000000,0.000000,#10,WHITE,2W,,"Letter, Print Other","0000-00-00 00:00:00",,"02/07/2020 5:20:16 pm",A-00302,"Kelly Paper - Denver"
2399,E10WH-1W,E,"#10 S/W WH BLANK",500000,Each,,"0000-00-00 00:00:00",,,,0.01566,0.000000,0.000000,#10,WHITE,1W,,"Letter, Print Other ","0000-00-00 00:00:00",,"02/12/2020 9:17:24 am",A-00302,"Kelly Paper - Denver"
2399,E10WH-1W-SC-EAG,E,"#10 S/W WH STD EAGLE ",250000,Each,,"0000-00-00 00:00:00",,,,0.01594,0.000000,0.000000,#10,WHITE,1W,,"Letter, Print Other","0000-00-00 00:00:00",,"02/12/2020 9:17:24 am",A-00302,"Kelly Paper - Denver"
2399,E10WH-1W-SC-BOX,E,"#10 S/W WH STD BOX ",250000,Each,,"0000-00-00 00:00:00",,,,0.01594,0.000000,0.000000,#10,WHITE,1W,,"Letter, Print Other","0000-00-00 00:00:00",,"02/12/2020 9:17:24 am",A-00302,"Kelly Paper - Denver"
2399,E10WH-1W-FC-BOX,E,"#10 S/W WH FC BOX ",500000,Each,,"0000-00-00 00:00:00",,,,0.01594,0.000000,0.000000,#10,WHITE,1W,,"Letter, Print Other","0000-00-00 00:00:00",,"02/12/2020 9:17:24 am",A-00302,"Kelly Paper - Denver"
2399,E10WH-1W-FC-EAG,E,"#10 S/W WH FC EAGLE ",250000,Each,,"0000-00-00 00:00:00",,,,0.01594,0.000000,0.000000,#10,WHITE,1W,,"Letter, Print Other","0000-00-00 00:00:00",,"02/12/2020 9:17:24 am",A-00302,"Kelly Paper - Denver"
2399,E10WH-1W,E,"#10 S/W WH BLANK",269000,,,"0000-00-00 00:00:00",,,,0.01566,0.000000,0.000000,#10,WHITE,1W,,"Letter, Print Other ","0000-00-00 00:00:00",,"02/12/2020 9:17:24 am",A-00302,"Kelly Paper - Denver"
2402,P8511-65OR-C,P,"8.5X11 65# ORANGE SEMI-VELLUM COVER",4000,Each,,"0000-00-00 00:00:00",,,,0.04509,0.000000,0.000000,8.5X11,ORANGE,,,"Letter, Print Other","0000-00-00 00:00:00",,"02/12/2020 2:48:56 pm",A-00391,"Veritiv - Denver"
2406,PS8511-BLWDO,PS,"BLUE WDO PS 8.5X11",765000,Each,,"0000-00-00 00:00:00",,,9,0.0305,0.000000,0.000000,8.5X11,BLUE,WINDOW,,"Snap Pack","0000-00-00 00:00:00",,"02/13/2020 1:29:05 pm",A-00379,"Ennis - Denver"
2408,E10WH-FULLW,E,"#10 FULL WINDOW WHITE",100000,Each,,"0000-00-00 00:00:00",,,,0.0296,0.000000,24.000000,#10,WHITE,FULL,,"Letter, Print Other","0000-00-00 00:00:00",,"02/14/2020 9:54:52 am",A-00321,"Southland Envelopes - Denver "
2413,E10BK-2W-FC-EAG,E,"#10 D/W BK FC EAGLE",100000,Each,,"0000-00-00 00:00:00",,,,0.02075,0.000000,24.000000,#10,"BROWN KRAFT ",2W,,"Letter, Print Other","0000-00-00 00:00:00",,"03/03/2020 7:27:39 am",A-00256,"Southland Envelopes - Denver "
2414,E10GR-1W-FC-BOX,E,"#10 S/W GREEN FC BOX 1935",160000,Each,,"0000-00-00 00:00:00",,,,0.0215,0.000000,0.000000,#10,GREEN,1W,,"Letter, Print Other","0000-00-00 00:00:00",,"03/20/2020 10:18:33 am",A-00292,"Southland Envelopes - Sacramento "
2415,E10BK-PW,E,"#10 BK PISTOL WINDOW BLANK ",100000,Each,,"0000-00-00 00:00:00",,,,0.02245,0.000000,0.000000,#10,"BROWN KRAFT",PISTOL,,"Letter, Print Other","0000-00-00 00:00:00",,"02/20/2020 2:08:06 pm",A-00398,"Southland Envelopes - Denver "
2416,E10WH-PW-SC-BOX,E,"#10 PISTOL WH STD BOX ",100000,Each,,"0000-00-00 00:00:00",,,,0.01875,0.000000,0.000000,#10,WHITE,PISTOL,,"Letter, Print Other","0000-00-00 00:00:00",,"03/13/2020 1:32:08 pm",A-00386,"Southland Envelopes - Denver "
2417,E69WH-2W,E,"6X9 WH D/W BLANK",150000,Each,,"0000-00-00 00:00:00",,,,0.038,0.000000,0.000000,6X9,WHITE,2W,,"Letter, Print Other","0000-00-00 00:00:00",,"02/24/2020 11:57:25 am",A-00395,"Southland Envelopes - Denver "
